,Indicator,Country,Date,value
1165,"Cumulative number of confirmed, probable and suspected Ebola deaths",Nigeria,2015-06-10,8.0
1166,"Cumulative number of confirmed, probable and suspected Ebola deaths",Senegal,2015-06-10,0.0
1167,"Cumulative number of confirmed, probable and suspected Ebola deaths",Spain,2015-06-10,0.0
1168,"Cumulative number of confirmed, probable and suspected Ebola deaths",United States of America,2015-06-10,1.0
1169,"Cumulative number of confirmed, probable and suspected Ebola deaths",Guinea,2015-06-11,2440.0
1170,"Cumulative number of confirmed, probable and suspected Ebola deaths",Liberia,2015-06-11,4806.0
1171,"Cumulative number of confirmed, probable and suspected Ebola deaths",Sierra Leone,2015-06-11,3917.0
1172,"Cumulative number of confirmed, probable and suspected Ebola deaths",Italy,2015-06-11,0.0
1173,"Cumulative number of confirmed, probable and suspected Ebola deaths",United Kingdom,2015-06-11,0.0
1174,"Cumulative number of confirmed, probable and suspected Ebola deaths",Mali,2015-06-11,6.0
1175,"Cumulative number of confirmed, probable and suspected Ebola deaths",Nigeria,2015-06-11,8.0
1176,"Cumulative number of confirmed, probable and suspected Ebola deaths",Senegal,2015-06-11,0.0
1177,"Cumulative number of confirmed, probable and suspected Ebola deaths",Spain,2015-06-11,0.0
1178,"Cumulative number of confirmed, probable and suspected Ebola deaths",United States of America,2015-06-11,1.0
1179,"Cumulative number of confirmed, probable and suspected Ebola deaths",Guinea,2015-06-12,2440.0
1180,"Cumulative number of confirmed, probable and suspected Ebola deaths",Liberia,2015-06-12,4806.0
1181,"Cumulative number of confirmed, probable and suspected Ebola deaths",Sierra Leone,2015-06-12,3917.0
1182,"Cumulative number of confirmed, probable and suspected Ebola deaths",Italy,2015-06-12,0.0
1183,"Cumulative number of confirmed, probable and suspected Ebola deaths",United Kingdom,2015-06-12,0.0
1184,"Cumulative number of confirmed, probable and suspected Ebola deaths",Mali,2015-06-12,6.0
1185,"Cumulative number of confirmed, probable and suspected Ebola deaths",Nigeria,2015-06-12,8.0
1186,"Cumulative number of confirmed, probable and suspected Ebola deaths",Senegal,2015-06-12,0.0
1187,"Cumulative number of confirmed, probable and suspected Ebola deaths",Spain,2015-06-12,0.0
1188,"Cumulative number of confirmed, probable and suspected Ebola deaths",United States of America,2015-06-12,1.0
1189,"Cumulative number of confirmed, probable and suspected Ebola deaths",Guinea,2015-06-15,2443.0
1190,"Cumulative number of confirmed, probable and suspected Ebola deaths",Liberia,2015-06-15,4806.0
1191,"Cumulative number of confirmed, probable and suspected Ebola deaths",Sierra Leone,2015-06-15,3919.0
1192,"Cumulative number of confirmed, probable and suspected Ebola deaths",Italy,2015-06-15,0.0
1193,"Cumulative number of confirmed, probable and suspected Ebola deaths",United Kingdom,2015-06-15,0.0
1194,"Cumulative number of confirmed, probable and suspected Ebola deaths",Mali,2015-06-15,6.0
1195,"Cumulative number of confirmed, probable and suspected Ebola deaths",Nigeria,2015-06-15,8.0
1196,"Cumulative number of confirmed, probable and suspected Ebola deaths",Senegal,2015-06-15,0.0
1197,"Cumulative number of confirmed, probable and suspected Ebola deaths",Spain,2015-06-15,0.0
1198,"Cumulative number of confirmed, probable and suspected Ebola deaths",United States of America,2015-06-15,1.0
1199,"Cumulative number of confirmed, probable and suspected Ebola deaths",Italy,2015-06-16,0.0
1200,"Cumulative number of confirmed, probable and suspected Ebola deaths",Guinea,2015-06-16,2444.0
1201,"Cumulative number of confirmed, probable and suspected Ebola deaths",Liberia,2015-06-16,4806.0
1202,"Cumulative number of confirmed, probable and suspected Ebola deaths",Sierra Leone,2015-06-16,3919.0
1203,"Cumulative number of confirmed, probable and suspected Ebola deaths",United Kingdom,2015-06-16,0.0
1204,"Cumulative number of confirmed, probable and suspected Ebola deaths",Mali,2015-06-16,6.0
1205,"Cumulative number of confirmed, probable and suspected Ebola deaths",Nigeria,2015-06-16,8.0
1206,"Cumulative number of confirmed, probable and suspected Ebola deaths",Senegal,2015-06-16,0.0
1207,"Cumulative number of confirmed, probable and suspected Ebola deaths",Spain,2015-06-16,0.0
1208,"Cumulative number of confirmed, probable and suspected Ebola deaths",United States of America,2015-06-16,1.0
1209,"Cumulative number of confirmed, probable and suspected Ebola deaths",Italy,2015-06-17,0.0
1210,"Cumulative number of confirmed, probable and suspected Ebola deaths",Guinea,2015-06-17,2444.0
1211,"Cumulative number of confirmed, probable and suspected Ebola deaths",Liberia,2015-06-17,4806.0
1212,"Cumulative number of confirmed, probable and suspected Ebola deaths",Sierra Leone,2015-06-17,3919.0
1213,"Cumulative number of confirmed, probable and suspected Ebola deaths",United Kingdom,2015-06-17,0.0
1214,"Cumulative number of confirmed, probable and suspected Ebola deaths",Mali,2015-06-17,6.0
1215,"Cumulative number of confirmed, probable and suspected Ebola deaths",Nigeria,2015-06-17,8.0
1216,"Cumulative number of confirmed, probable and suspected Ebola deaths",Senegal,2015-06-17,0.0
1217,"Cumulative number of confirmed, probable and suspected Ebola deaths",Spain,2015-06-17,0.0
1218,"Cumulative number of confirmed, probable and suspected Ebola deaths",United States of America,2015-06-17,1.0
1219,"Cumulative number of confirmed, probable and suspected Ebola deaths",Guinea,2015-06-18,2445.0
1220,"Cumulative number of confirmed, probable and suspected Ebola deaths",Liberia,2015-06-18,4806.0
1221,"Cumulative number of confirmed, probable and suspected Ebola deaths",Sierra Leone,2015-06-18,3922.0
1222,"Cumulative number of confirmed, probable and suspected Ebola deaths",Italy,2015-06-18,0.0
1223,"Cumulative number of confirmed, probable and suspected Ebola deaths",United Kingdom,2015-06-18,0.0
1224,"Cumulative number of confirmed, probable and suspected Ebola deaths",Mali,2015-06-18,6.0
1225,"Cumulative number of confirmed, probable and suspected Ebola deaths",Nigeria,2015-06-18,8.0
1226,"Cumulative number of confirmed, probable and suspected Ebola deaths",Senegal,2015-06-18,0.0
1227,"Cumulative number of confirmed, probable and suspected Ebola deaths",Spain,2015-06-18,0.0
1228,"Cumulative number of confirmed, probable and suspected Ebola deaths",United States of America,2015-06-18,1.0
1229,"Cumulative number of confirmed, probable and suspected Ebola deaths",Italy,2015-06-19,0.0
1230,"Cumulative number of confirmed, probable and suspected Ebola deaths",Guinea,2015-06-19,2446.0
1231,"Cumulative number of confirmed, probable and suspected Ebola deaths",Liberia,2015-06-19,4806.0
1232,"Cumulative number of confirmed, probable and suspected Ebola deaths",Sierra Leone,2015-06-19,3926.0
1233,"Cumulative number of confirmed, probable and suspected Ebola deaths",United Kingdom,2015-06-19,0.0
1234,"Cumulative number of confirmed, probable and suspected Ebola deaths",Mali,2015-06-19,6.0
1235,"Cumulative number of confirmed, probable and suspected Ebola deaths",Nigeria,2015-06-19,8.0
1236,"Cumulative number of confirmed, probable and suspected Ebola deaths",Senegal,2015-06-19,0.0
1237,"Cumulative number of confirmed, probable and suspected Ebola deaths",Spain,2015-06-19,0.0
1238,"Cumulative number of confirmed, probable and suspected Ebola deaths",United States of America,2015-06-19,1.0
1239,"Cumulative number of confirmed, probable and suspected Ebola deaths",Italy,2015-06-22,0.0
1240,"Cumulative number of confirmed, probable and suspected Ebola deaths",Guinea,2015-06-22,2456.0
1241,"Cumulative number of confirmed, probable and suspected Ebola deaths",Liberia,2015-06-22,4806.0
1242,"Cumulative number of confirmed, probable and suspected Ebola deaths",Sierra Leone,2015-06-22,3928.0
1243,"Cumulative number of confirmed, probable and suspected Ebola deaths",United Kingdom,2015-06-22,0.0
1244,"Cumulative number of confirmed, probable and suspected Ebola deaths",Mali,2015-06-22,6.0
1245,"Cumulative number of confirmed, probable and suspected Ebola deaths",Nigeria,2015-06-22,8.0
1246,"Cumulative number of confirmed, probable and suspected Ebola deaths",Senegal,2015-06-22,0.0
1247,"Cumulative number of confirmed, probable and suspected Ebola deaths",Spain,2015-06-22,0.0
1248,"Cumulative number of confirmed, probable and suspected Ebola deaths",United States of America,2015-06-22,1.0
1249,"Cumulative number of confirmed, probable and suspected Ebola deaths",Guinea,2015-06-23,2473.0
1250,"Cumulative number of confirmed, probable and suspected Ebola deaths",Liberia,2015-06-23,4806.0
1251,"Cumulative number of confirmed, probable and suspected Ebola deaths",Sierra Leone,2015-06-23,3928.0
1252,"Cumulative number of confirmed, probable and suspected Ebola deaths",Italy,2015-06-23,0.0
1253,"Cumulative number of confirmed, probable and suspected Ebola deaths",United Kingdom,2015-06-23,0.0
1254,"Cumulative number of confirmed, probable and suspected Ebola deaths",Mali,2015-06-23,6.0
1255,"Cumulative number of confirmed, probable and suspected Ebola deaths",Nigeria,2015-06-23,8.0
1256,"Cumulative number of confirmed, probable and suspected Ebola deaths",Senegal,2015-06-23,0.0
1257,"Cumulative number of confirmed, probable and suspected Ebola deaths",Spain,2015-06-23,0.0
1258,"Cumulative number of confirmed, probable and suspected Ebola deaths",United States of America,2015-06-23,1.0
1259,"Cumulative number of confirmed, probable and suspected Ebola deaths",Guinea,2015-06-24,2473.0
1260,"Cumulative number of confirmed, probable and suspected Ebola deaths",Liberia,2015-06-24,4806.0
1261,"Cumulative number of confirmed, probable and suspected Ebola deaths",Sierra Leone,2015-06-24,3928.0
1262,"Cumulative number of confirmed, probable and suspected Ebola deaths",Italy,2015-06-24,0.0
1263,"Cumulative number of confirmed, probable and suspected Ebola deaths",United Kingdom,2015-06-24,0.0
1264,"Cumulative number of confirmed, probable and suspected Ebola deaths",Mali,2015-06-24,6.0
1265,"Cumulative number of confirmed, probable and suspected Ebola deaths",Nigeria,2015-06-24,8.0
1266,"Cumulative number of confirmed, probable and suspected Ebola deaths",Senegal,2015-06-24,0.0
1267,"Cumulative number of confirmed, probable and suspected Ebola deaths",Spain,2015-06-24,0.0
1268,"Cumulative number of confirmed, probable and suspected Ebola deaths",United States of America,2015-06-24,1.0
1269,"Cumulative number of confirmed, probable and suspected Ebola deaths",Guinea,2015-06-25,2480.0
1270,"Cumulative number of confirmed, probable and suspected Ebola deaths",Liberia,2015-06-25,4806.0
1271,"Cumulative number of confirmed, probable and suspected Ebola deaths",Sierra Leone,2015-06-25,3931.0
1272,"Cumulative number of confirmed, probable and suspected Ebola deaths",Italy,2015-06-25,0.0
1273,"Cumulative number of confirmed, probable and suspected Ebola deaths",United Kingdom,2015-06-25,0.0
1274,"Cumulative number of confirmed, probable and suspected Ebola deaths",Mali,2015-06-25,6.0
1275,"Cumulative number of confirmed, probable and suspected Ebola deaths",Nigeria,2015-06-25,8.0
1276,"Cumulative number of confirmed, probable and suspected Ebola deaths",Senegal,2015-06-25,0.0
1277,"Cumulative number of confirmed, probable and suspected Ebola deaths",Spain,2015-06-25,0.0
1278,"Cumulative number of confirmed, probable and suspected Ebola deaths",United States of America,2015-06-25,1.0
1279,"Cumulative number of confirmed, probable and suspected Ebola deaths",Guinea,2015-06-26,2480.0
1280,"Cumulative number of confirmed, probable and suspected Ebola deaths",Liberia,2015-06-26,4806.0
1281,"Cumulative number of confirmed, probable and suspected Ebola deaths",Sierra Leone,2015-06-26,3931.0
1282,"Cumulative number of confirmed, probable and suspected Ebola deaths",Italy,2015-06-26,0.0
1283,"Cumulative number of confirmed, probable and suspected Ebola deaths",United Kingdom,2015-06-26,0.0
1284,"Cumulative number of confirmed, probable and suspected Ebola deaths",Mali,2015-06-26,6.0
1285,"Cumulative number of confirmed, probable and suspected Ebola deaths",Nigeria,2015-06-26,8.0
1286,"Cumulative number of confirmed, probable and suspected Ebola deaths",Senegal,2015-06-26,0.0
1287,"Cumulative number of confirmed, probable and suspected Ebola deaths",Spain,2015-06-26,0.0
1288,"Cumulative number of confirmed, probable and suspected Ebola deaths",United States of America,2015-06-26,1.0
1289,"Cumulative number of confirmed, probable and suspected Ebola deaths",Italy,2015-06-29,0.0
1290,"Cumulative number of confirmed, probable and suspected Ebola deaths",Guinea,2015-06-29,2482.0
1291,"Cumulative number of confirmed, probable and suspected Ebola deaths",Liberia,2015-06-29,4806.0
1292,"Cumulative number of confirmed, probable and suspected Ebola deaths",Sierra Leone,2015-06-29,3932.0
1293,"Cumulative number of confirmed, probable and suspected Ebola deaths",United Kingdom,2015-06-29,0.0
1294,"Cumulative number of confirmed, probable and suspected Ebola deaths",Mali,2015-06-29,6.0
1295,"Cumulative number of confirmed, probable and suspected Ebola deaths",Nigeria,2015-06-29,8.0
1296,"Cumulative number of confirmed, probable and suspected Ebola deaths",Senegal,2015-06-29,0.0
1297,"Cumulative number of confirmed, probable and suspected Ebola deaths",Spain,2015-06-29,0.0
1298,"Cumulative number of confirmed, probable and suspected Ebola deaths",United States of America,2015-06-29,1.0
1299,"Cumulative number of confirmed, probable and suspected Ebola deaths",Italy,2015-06-30,0.0
1300,"Cumulative number of confirmed, probable and suspected Ebola deaths",Guinea,2015-06-30,2482.0
1301,"Cumulative number of confirmed, probable and suspected Ebola deaths",Liberia,2015-06-30,4806.0
1302,"Cumulative number of confirmed, probable and suspected Ebola deaths",Sierra Leone,2015-06-30,3932.0
1303,"Cumulative number of confirmed, probable and suspected Ebola deaths",United Kingdom,2015-06-30,0.0
1304,"Cumulative number of confirmed, probable and suspected Ebola deaths",Mali,2015-06-30,6.0
1305,"Cumulative number of confirmed, probable and suspected Ebola deaths",Nigeria,2015-06-30,8.0
1306,"Cumulative number of confirmed, probable and suspected Ebola deaths",Senegal,2015-06-30,0.0
1307,"Cumulative number of confirmed, probable and suspected Ebola deaths",Spain,2015-06-30,0.0
1308,"Cumulative number of confirmed, probable and suspected Ebola deaths",United States of America,2015-06-30,1.0
1309,"Cumulative number of confirmed, probable and suspected Ebola deaths",Guinea,2015-07-01,2482.0
1310,"Cumulative number of confirmed, probable and suspected Ebola deaths",Liberia,2015-07-01,4806.0
1311,"Cumulative number of confirmed, probable and suspected Ebola deaths",Sierra Leone,2015-07-01,3932.0
1312,"Cumulative number of confirmed, probable and suspected Ebola deaths",Italy,2015-07-01,0.0
1313,"Cumulative number of confirmed, probable and suspected Ebola deaths",United Kingdom,2015-07-01,0.0
1314,"Cumulative number of confirmed, probable and suspected Ebola deaths",Mali,2015-07-01,6.0
1315,"Cumulative number of confirmed, probable and suspected Ebola deaths",Nigeria,2015-07-01,8.0
1316,"Cumulative number of confirmed, probable and suspected Ebola deaths",Senegal,2015-07-01,0.0
1317,"Cumulative number of confirmed, probable and suspected Ebola deaths",Spain,2015-07-01,0.0
1318,"Cumulative number of confirmed, probable and suspected Ebola deaths",United States of America,2015-07-01,1.0
1319,"Cumulative number of confirmed, probable and suspected Ebola deaths",Italy,2015-07-02,0.0
1320,"Cumulative number of confirmed, probable and suspected Ebola deaths",Guinea,2015-07-02,2490.0
1321,"Cumulative number of confirmed, probable and suspected Ebola deaths",Liberia,2015-07-02,4806.0
1322,"Cumulative number of confirmed, probable and suspected Ebola deaths",Sierra Leone,2015-07-02,3933.0
1323,"Cumulative number of confirmed, probable and suspected Ebola deaths",United Kingdom,2015-07-02,0.0
1324,"Cumulative number of confirmed, probable and suspected Ebola deaths",Mali,2015-07-02,6.0
1325,"Cumulative number of confirmed, probable and suspected Ebola deaths",Nigeria,2015-07-02,8.0
1326,"Cumulative number of confirmed, probable and suspected Ebola deaths",Senegal,2015-07-02,0.0
1327,"Cumulative number of confirmed, probable and suspected Ebola deaths",Spain,2015-07-02,0.0
1328,"Cumulative number of confirmed, probable and suspected Ebola deaths",United States of America,2015-07-02,1.0
1329,"Cumulative number of confirmed, probable and suspected Ebola deaths",Liberia,2015-07-03,4806.0
1330,"Cumulative number of confirmed, probable and suspected Ebola deaths",Sierra Leone,2015-07-03,3935.0
1331,"Cumulative number of confirmed, probable and suspected Ebola deaths",Guinea,2015-07-03,2492.0
1332,"Cumulative number of confirmed, probable and suspected Ebola deaths",Italy,2015-07-03,0.0
1333,"Cumulative number of confirmed, probable and suspected Ebola deaths",United Kingdom,2015-07-03,0.0
1334,"Cumulative number of confirmed, probable and suspected Ebola deaths",Mali,2015-07-03,6.0
1335,"Cumulative number of confirmed, probable and suspected Ebola deaths",Nigeria,2015-07-03,8.0
1336,"Cumulative number of confirmed, probable and suspected Ebola deaths",Senegal,2015-07-03,0.0
1337,"Cumulative number of confirmed, probable and suspected Ebola deaths",Spain,2015-07-03,0.0
1338,"Cumulative number of confirmed, probable and suspected Ebola deaths",United States of America,2015-07-03,1.0
1339,"Cumulative number of confirmed, probable and suspected Ebola deaths",Guinea,2015-07-06,2498.0
1340,"Cumulative number of confirmed, probable and suspected Ebola deaths",Liberia,2015-07-06,4806.0
1341,"Cumulative number of confirmed, probable and suspected Ebola deaths",Sierra Leone,2015-07-06,3940.0
1342,"Cumulative number of confirmed, probable and suspected Ebola deaths",Italy,2015-07-06,0.0
1343,"Cumulative number of confirmed, probable and suspected Ebola deaths",United Kingdom,2015-07-06,0.0
1344,"Cumulative number of confirmed, probable and suspected Ebola deaths",Mali,2015-07-06,6.0
1345,"Cumulative number of confirmed, probable and suspected Ebola deaths",Nigeria,2015-07-06,8.0
1346,"Cumulative number of confirmed, probable and suspected Ebola deaths",Senegal,2015-07-06,0.0
1347,"Cumulative number of confirmed, probable and suspected Ebola deaths",Spain,2015-07-06,0.0
1348,"Cumulative number of confirmed, probable and suspected Ebola deaths",United States of America,2015-07-06,1.0
1349,"Cumulative number of confirmed, probable and suspected Ebola deaths",Liberia,2015-07-07,4806.0
1350,"Cumulative number of confirmed, probable and suspected Ebola deaths",Sierra Leone,2015-07-07,3940.0
1351,"Cumulative number of confirmed, probable and suspected Ebola deaths",Guinea,2015-07-07,2499.0
1352,"Cumulative number of confirmed, probable and suspected Ebola deaths",Italy,2015-07-07,0.0
1353,"Cumulative number of confirmed, probable and suspected Ebola deaths",United Kingdom,2015-07-07,0.0
1354,"Cumulative number of confirmed, probable and suspected Ebola deaths",Mali,2015-07-07,6.0
1355,"Cumulative number of confirmed, probable and suspected Ebola deaths",Nigeria,2015-07-07,8.0
1356,"Cumulative number of confirmed, probable and suspected Ebola deaths",Senegal,2015-07-07,0.0
1357,"Cumulative number of confirmed, probable and suspected Ebola deaths",Spain,2015-07-07,0.0
1358,"Cumulative number of confirmed, probable and suspected Ebola deaths",United States of America,2015-07-07,1.0
1359,"Cumulative number of confirmed, probable and suspected Ebola deaths",Sierra Leone,2015-07-08,3940.0
1360,"Cumulative number of confirmed, probable and suspected Ebola deaths",Liberia,2015-07-08,4806.0
1361,"Cumulative number of confirmed, probable and suspected Ebola deaths",Guinea,2015-07-08,2499.0
1362,"Cumulative number of confirmed, probable and suspected Ebola deaths",Italy,2015-07-08,0.0
1363,"Cumulative number of confirmed, probable and suspected Ebola deaths",United Kingdom,2015-07-08,0.0
1364,"Cumulative number of confirmed, probable and suspected Ebola deaths",Mali,2015-07-08,6.0
1365,"Cumulative number of confirmed, probable and suspected Ebola deaths",Nigeria,2015-07-08,8.0
1366,"Cumulative number of confirmed, probable and suspected Ebola deaths",Senegal,2015-07-08,0.0
1367,"Cumulative number of confirmed, probable and suspected Ebola deaths",Spain,2015-07-08,0.0
1368,"Cumulative number of confirmed, probable and suspected Ebola deaths",United States of America,2015-07-08,1.0
1369,"Cumulative number of confirmed, probable and suspected Ebola deaths",Guinea,2015-07-09,2505.0
1370,"Cumulative number of confirmed, probable and suspected Ebola deaths",Liberia,2015-07-09,4806.0
1371,"Cumulative number of confirmed, probable and suspected Ebola deaths",Sierra Leone,2015-07-09,3941.0
1372,"Cumulative number of confirmed, probable and suspected Ebola deaths",Italy,2015-07-09,0.0
1373,"Cumulative number of confirmed, probable and suspected Ebola deaths",United Kingdom,2015-07-09,0.0
1374,"Cumulative number of confirmed, probable and suspected Ebola deaths",Mali,2015-07-09,6.0
1375,"Cumulative number of confirmed, probable and suspected Ebola deaths",Nigeria,2015-07-09,8.0
1376,"Cumulative number of confirmed, probable and suspected Ebola deaths",Senegal,2015-07-09,0.0
1377,"Cumulative number of confirmed, probable and suspected Ebola deaths",Spain,2015-07-09,0.0
1378,"Cumulative number of confirmed, probable and suspected Ebola deaths",United States of America,2015-07-09,1.0
1379,"Cumulative number of confirmed, probable and suspected Ebola deaths",Guinea,2015-07-10,2505.0
1380,"Cumulative number of confirmed, probable and suspected Ebola deaths",Liberia,2015-07-10,4806.0
1381,"Cumulative number of confirmed, probable and suspected Ebola deaths",Sierra Leone,2015-07-10,3941.0
1382,"Cumulative number of confirmed, probable and suspected Ebola deaths",Italy,2015-07-10,0.0
1383,"Cumulative number of confirmed, probable and suspected Ebola deaths",United Kingdom,2015-07-10,0.0
1384,"Cumulative number of confirmed, probable and suspected Ebola deaths",Mali,2015-07-10,6.0
1385,"Cumulative number of confirmed, probable and suspected Ebola deaths",Nigeria,2015-07-10,8.0
1386,"Cumulative number of confirmed, probable and suspected Ebola deaths",Senegal,2015-07-10,0.0
1387,"Cumulative number of confirmed, probable and suspected Ebola deaths",Spain,2015-07-10,0.0
1388,"Cumulative number of confirmed, probable and suspected Ebola deaths",United States of America,2015-07-10,1.0
1389,"Cumulative number of confirmed, probable and suspected Ebola deaths",Guinea,2015-07-13,2506.0
1390,"Cumulative number of confirmed, probable and suspected Ebola deaths",Liberia,2015-07-13,4806.0
1391,"Cumulative number of confirmed, probable and suspected Ebola deaths",Sierra Leone,2015-07-13,3946.0
1392,"Cumulative number of confirmed, probable and suspected Ebola deaths",Italy,2015-07-13,0.0
1393,"Cumulative number of confirmed, probable and suspected Ebola deaths",United Kingdom,2015-07-13,0.0
1394,"Cumulative number of confirmed, probable and suspected Ebola deaths",Mali,2015-07-13,6.0
1395,"Cumulative number of confirmed, probable and suspected Ebola deaths",Nigeria,2015-07-13,8.0
1396,"Cumulative number of confirmed, probable and suspected Ebola deaths",Senegal,2015-07-13,0.0
1397,"Cumulative number of confirmed, probable and suspected Ebola deaths",Spain,2015-07-13,0.0
1398,"Cumulative number of confirmed, probable and suspected Ebola deaths",United States of America,2015-07-13,1.0
1399,"Cumulative number of confirmed, probable and suspected Ebola deaths",Guinea,2015-07-14,2506.0
1400,"Cumulative number of confirmed, probable and suspected Ebola deaths",Liberia,2015-07-14,4806.0
1401,"Cumulative number of confirmed, probable and suspected Ebola deaths",Sierra Leone,2015-07-14,3947.0
1402,"Cumulative number of confirmed, probable and suspected Ebola deaths",Italy,2015-07-14,0.0
1403,"Cumulative number of confirmed, probable and suspected Ebola deaths",United Kingdom,2015-07-14,0.0
1404,"Cumulative number of confirmed, probable and suspected Ebola deaths",Mali,2015-07-14,6.0
1405,"Cumulative number of confirmed, probable and suspected Ebola deaths",Nigeria,2015-07-14,8.0
1406,"Cumulative number of confirmed, probable and suspected Ebola deaths",Senegal,2015-07-14,0.0
1407,"Cumulative number of confirmed, probable and suspected Ebola deaths",Spain,2015-07-14,0.0
1408,"Cumulative number of confirmed, probable and suspected Ebola deaths",United States of America,2015-07-14,1.0
1409,"Cumulative number of confirmed, probable and suspected Ebola deaths",Guinea,2015-07-15,2506.0
1410,"Cumulative number of confirmed, probable and suspected Ebola deaths",Liberia,2015-07-15,4806.0
1411,"Cumulative number of confirmed, probable and suspected Ebola deaths",Sierra Leone,2015-07-15,3947.0
1412,"Cumulative number of confirmed, probable and suspected Ebola deaths",Italy,2015-07-15,0.0
1413,"Cumulative number of confirmed, probable and suspected Ebola deaths",United Kingdom,2015-07-15,0.0
1414,"Cumulative number of confirmed, probable and suspected Ebola deaths",Mali,2015-07-15,6.0
1415,"Cumulative number of confirmed, probable and suspected Ebola deaths",Nigeria,2015-07-15,8.0
1416,"Cumulative number of confirmed, probable and suspected Ebola deaths",Senegal,2015-07-15,0.0
1417,"Cumulative number of confirmed, probable and suspected Ebola deaths",Spain,2015-07-15,0.0
1418,"Cumulative number of confirmed, probable and suspected Ebola deaths",United States of America,2015-07-15,1.0
1419,"Cumulative number of confirmed, probable and suspected Ebola deaths",Guinea,2015-07-16,2506.0
1420,"Cumulative number of confirmed, probable and suspected Ebola deaths",Liberia,2015-07-16,4806.0
1421,"Cumulative number of confirmed, probable and suspected Ebola deaths",Sierra Leone,2015-07-16,3947.0
1422,"Cumulative number of confirmed, probable and suspected Ebola deaths",Italy,2015-07-16,0.0
1423,"Cumulative number of confirmed, probable and suspected Ebola deaths",United Kingdom,2015-07-16,0.0
1424,"Cumulative number of confirmed, probable and suspected Ebola deaths",Mali,2015-07-16,6.0
1425,"Cumulative number of confirmed, probable and suspected Ebola deaths",Nigeria,2015-07-16,8.0
1426,"Cumulative number of confirmed, probable and suspected Ebola deaths",Senegal,2015-07-16,0.0
1427,"Cumulative number of confirmed, probable and suspected Ebola deaths",Spain,2015-07-16,0.0
1428,"Cumulative number of confirmed, probable and suspected Ebola deaths",United States of America,2015-07-16,1.0
1429,"Cumulative number of confirmed, probable and suspected Ebola deaths",Guinea,2015-07-17,2509.0
1430,"Cumulative number of confirmed, probable and suspected Ebola deaths",Liberia,2015-07-17,4806.0
1431,"Cumulative number of confirmed, probable and suspected Ebola deaths",Sierra Leone,2015-07-17,3947.0
1432,"Cumulative number of confirmed, probable and suspected Ebola deaths",Italy,2015-07-17,0.0
1433,"Cumulative number of confirmed, probable and suspected Ebola deaths",United Kingdom,2015-07-17,0.0
1434,"Cumulative number of confirmed, probable and suspected Ebola deaths",Mali,2015-07-17,6.0
1435,"Cumulative number of confirmed, probable and suspected Ebola deaths",Nigeria,2015-07-17,8.0
1436,"Cumulative number of confirmed, probable and suspected Ebola deaths",Senegal,2015-07-17,0.0
1437,"Cumulative number of confirmed, probable and suspected Ebola deaths",Spain,2015-07-17,0.0
1438,"Cumulative number of confirmed, probable and suspected Ebola deaths",United States of America,2015-07-17,1.0
1439,"Cumulative number of confirmed, probable and suspected Ebola deaths",Guinea,2015-07-20,2511.0
1440,"Cumulative number of confirmed, probable and suspected Ebola deaths",Liberia,2015-07-20,4806.0
1441,"Cumulative number of confirmed, probable and suspected Ebola deaths",Sierra Leone,2015-07-20,3949.0
1442,"Cumulative number of confirmed, probable and suspected Ebola deaths",Italy,2015-07-20,0.0
1443,"Cumulative number of confirmed, probable and suspected Ebola deaths",United Kingdom,2015-07-20,0.0
1444,"Cumulative number of confirmed, probable and suspected Ebola deaths",Mali,2015-07-20,6.0
1445,"Cumulative number of confirmed, probable and suspected Ebola deaths",Nigeria,2015-07-20,8.0
1446,"Cumulative number of confirmed, probable and suspected Ebola deaths",Senegal,2015-07-20,0.0
1447,"Cumulative number of confirmed, probable and suspected Ebola deaths",Spain,2015-07-20,0.0
1448,"Cumulative number of confirmed, probable and suspected Ebola deaths",United States of America,2015-07-20,1.0
1449,"Cumulative number of confirmed, probable and suspected Ebola deaths",Guinea,2015-07-21,2512.0
1450,"Cumulative number of confirmed, probable and suspected Ebola deaths",Liberia,2015-07-21,4806.0
1451,"Cumulative number of confirmed, probable and suspected Ebola deaths",Sierra Leone,2015-07-21,3949.0
1452,"Cumulative number of confirmed, probable and suspected Ebola deaths",Italy,2015-07-21,0.0
1453,"Cumulative number of confirmed, probable and suspected Ebola deaths",United Kingdom,2015-07-21,0.0
1454,"Cumulative number of confirmed, probable and suspected Ebola deaths",Mali,2015-07-21,6.0
1455,"Cumulative number of confirmed, probable and suspected Ebola deaths",Nigeria,2015-07-21,8.0
1456,"Cumulative number of confirmed, probable and suspected Ebola deaths",Senegal,2015-07-21,0.0
1457,"Cumulative number of confirmed, probable and suspected Ebola deaths",Spain,2015-07-21,0.0
1458,"Cumulative number of confirmed, probable and suspected Ebola deaths",United States of America,2015-07-21,1.0
1459,"Cumulative number of confirmed, probable and suspected Ebola deaths",Guinea,2015-07-22,2512.0
1460,"Cumulative number of confirmed, probable and suspected Ebola deaths",Liberia,2015-07-22,4806.0
1461,"Cumulative number of confirmed, probable and suspected Ebola deaths",Sierra Leone,2015-07-22,3949.0
1462,"Cumulative number of confirmed, probable and suspected Ebola deaths",Italy,2015-07-22,0.0
1463,"Cumulative number of confirmed, probable and suspected Ebola deaths",United Kingdom,2015-07-22,0.0
1464,"Cumulative number of confirmed, probable and suspected Ebola deaths",Mali,2015-07-22,6.0
